id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,backyard,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,renovated,zipcode,sqft_living15,sqft_lot15,age,appliance_age,crime
591,414000,5,3,3045,5030,2,0,0,3,8,3045,0,1999,0,0,98058,3045,5322,16,6.4,135
592,295000,5,3.5,2100,5107,2,0,0,3,7,1410,690,1999,0,0,98178,1410,5650,16,16.5,131
593,250000,2,1,800,5220,1,0,0,3,6,800,0,1943,0,0,98125,1910,5376,72,11.7,125
594,435000,3,1,1400,4800,1,0,0,4,6,700,700,1917,0,0,98136,1470,6000,98,10.4,113
595,385000,4,2.5,2560,6238,2,0,0,3,8,2560,0,2007,0,0,98178,2560,6240,8,7.3,125
596,615000,3,1.75,2660,7800,1,0,0,4,8,1330,1330,1951,0,0,98117,1950,6240,64,7.9,124
597,390000,2,1,860,5160,1,0,0,4,7,860,0,1909,0,0,98117,1090,5356,106,7.9,137
598,449950,4,3,3290,10783,2,0,0,3,9,3290,0,1990,0,0,98031,2810,10783,25,10,111
599,444950,3,1,1760,6927,1,0,0,3,7,1050,710,1962,0,0,98011,2060,9120,53,6.9,105
600,750000,4,1.5,2060,4000,1.5,0,1,3,7,1580,480,1920,1990,1,98103,1160,4000,95,5,48
601,239300,3,1,1070,5750,1,0,0,3,7,1070,0,1952,0,0,98178,1420,6500,63,15.2,222
602,510000,5,2.5,2510,83231,1,0,0,4,7,1260,1250,1975,0,0,98027,2460,46431,40,10,183
603,552000,2,2.5,1380,951,3,0,0,3,9,1380,0,2006,0,0,98103,1430,3400,9,6.1,164
604,318400,4,2.5,1820,6916,2,0,0,3,7,1820,0,1994,0,0,98038,1680,6995,21,11,216
605,405000,3,1.75,1670,6720,1,0,0,3,7,1140,530,1980,0,0,98034,1670,7320,35,17,119
606,320000,3,2,2320,7800,1,0,0,4,7,1160,1160,1960,0,0,98168,1380,7800,55,16.2,158
607,315450,3,1.75,1130,7500,1.5,0,0,4,7,1130,0,1908,0,0,98108,1240,6000,107,15.5,210
608,240000,3,1.75,1240,10956,1,0,0,3,6,1240,0,1987,0,0,98042,1240,8137,28,18.4,272
609,1200000,4,3.5,4740,172497,2,1,2,3,11,4740,0,2003,0,0,98053,2120,49658,12,1.6,3
610,670950,3,2.5,1790,2375,3,0,0,3,8,1790,0,2007,0,0,98107,1450,2400,8,9.6,106
611,450000,2,2.75,2810,11205,1,0,0,3,7,1510,1300,1968,0,0,98178,2520,13000,47,9.4,168
612,645000,3,2.5,2170,1984,2.5,0,0,3,8,2170,0,2008,0,0,98027,2150,1984,7,5.5,74
613,440000,4,2.75,2420,10200,1,0,0,3,8,1220,1200,1962,0,0,98034,2240,9750,53,12.1,107
614,585000,2,1.75,1280,7110,1,0,0,4,7,1000,280,1955,0,0,98118,1550,6835,60,8,72
615,270000,3,2.5,1870,5000,2,0,0,3,7,1870,0,2009,0,0,98042,2170,5399,6,16.1,141
616,490000,3,1.75,1660,8208,1,0,0,4,8,1660,0,1965,0,0,98005,2210,11000,50,6.4,113
617,274950,3,1.75,1670,7415,1,0,0,3,7,1320,350,1987,0,0,98042,1650,8585,28,21.6,135
618,269500,3,2,1640,8395,1,0,0,4,7,1640,0,1991,0,0,98038,1510,7180,24,18.7,119
619,405000,3,1,1460,10000,1.5,0,0,3,7,1460,0,2002,0,0,98074,1910,10000,13,11.3,184
620,382000,3,2.25,1800,4500,2,0,0,3,7,1800,0,1995,0,0,98019,1760,6589,20,10.2,148
621,512500,3,2.5,1900,7604,2,0,0,3,8,1900,0,1990,0,0,98033,1980,9583,25,7.3,99
622,305000,2,1,1290,3140,2,0,0,3,7,1290,0,2008,0,0,98053,1290,2628,7,21.3,164
623,530000,3,2,2330,26571,2.5,0,0,3,8,2330,0,1987,0,0,98005,2030,20037,28,9.7,141
624,292600,3,1.5,1520,7123,1,0,0,4,7,1520,0,1959,0,0,98056,1450,8023,56,15.5,188
625,750000,3,2.5,2620,43832,2,0,0,3,8,2620,0,2013,0,0,98053,2620,120686,2,5.2,90
626,314950,3,1,1590,8470,1,0,0,4,7,1140,450,1967,0,0,98058,1570,9375,48,11.5,230
627,429950,4,1.75,1700,10230,1,0,0,3,8,1320,380,1959,0,0,98133,2000,8006,56,11.8,139
628,417500,2,1,1330,5510,1,0,0,3,6,850,480,1910,0,0,98117,1200,4150,105,17.9,139
629,559000,2,2,1660,4500,1,0,0,3,8,1660,0,2003,0,0,98053,1670,5580,12,8.2,125
630,797500,4,2.5,3270,8223,2,0,0,3,10,3270,0,1998,0,0,98075,3460,8872,17,4.2,127
631,217000,3,1.5,1860,8505,1,0,0,4,7,1860,0,1967,0,0,98023,1810,8262,48,21,230
632,299950,3,1,1410,81021,1,0,0,3,7,1410,0,1949,1981,1,98058,2000,81021,66,13.8,214
633,280000,2,1,910,4662,1,0,0,5,6,910,0,1942,0,0,98106,890,6050,73,18.7,170
634,342500,3,2.5,1810,5192,2,0,0,3,8,1810,0,1993,0,0,98038,1810,6200,22,16.9,193
635,1020000,5,3.5,4180,17841,2,1,1,3,10,3160,1020,1990,0,0,98075,3260,12608,25,0.7,42
636,697000,4,3,2820,2850,1.5,0,0,5,7,1860,960,1928,0,0,98117,1570,4500,87,5.5,70
637,635000,3,2.25,2680,175982,1,0,0,3,9,2680,0,2004,0,0,98038,3170,215186,11,9.8,84
638,610000,3,2.5,2630,5827,2,0,0,3,8,2630,0,2001,0,0,98053,2330,4715,14,11.3,64
639,574800,3,1.5,1630,2946,1.5,0,0,4,8,1630,0,1932,0,0,98115,1550,3800,83,13,113
640,560000,3,3.5,2270,4088,2,0,0,3,8,1880,390,1996,0,0,98136,1760,5425,19,8.7,190
641,405000,3,2.5,1500,9636,2,0,0,3,7,1500,0,1994,0,0,98011,1700,9656,21,8.9,156
642,325000,3,1,1040,7541,1,0,0,3,6,1040,0,1951,0,0,98133,1140,6100,64,14,200
643,225000,3,2,2030,24829,1,0,0,4,7,1220,810,1979,0,0,98001,1980,15204,36,14.8,264
644,620000,3,2.25,1990,6256,1,0,0,3,7,1390,600,1960,0,0,98033,2080,9300,55,6.3,68
645,234000,3,1.75,1420,8738,1,0,0,4,7,1420,0,1966,0,0,98002,1660,8738,49,11.9,141
646,625000,2,2.25,1390,916,2,0,0,3,8,1165,225,2007,0,0,98122,1415,1488,8,7,172
647,787000,3,1.75,1330,7500,1,0,0,3,8,1330,0,1961,0,0,98004,1690,7800,54,5,50
648,269950,3,2.25,1510,6000,1,0,0,4,7,1150,360,1993,0,0,98038,1510,6000,22,16.8,182
649,500000,4,3,3720,15048,3,0,0,3,7,3720,0,1979,2014,1,98059,2020,15180,36,13.4,116
650,178500,3,1,1200,8470,1,0,0,5,7,1200,0,1961,0,0,98032,1200,7952,54,22.8,180
651,680200,2,1.5,1960,6000,1,0,0,3,8,1210,750,1951,0,1,98103,2060,6000,64,4.3,91
652,1046250,2,3,2330,3600,2,1,1,5,10,1870,460,1927,1979,1,98112,2950,7200,88,0.5,63
653,390000,3,3,2480,14141,1,0,0,3,8,1500,980,1994,0,0,98038,2480,10667,21,10.3,118
654,520000,3,2.25,2210,10794,1,0,0,3,7,1540,670,1967,0,0,98178,2230,10753,48,9,155
655,370000,4,2.75,2200,5207,1,0,0,5,7,1120,1080,1951,0,0,98133,1210,6008,64,9,125
656,870000,4,3,2940,7108,2,0,1,3,9,2220,720,2011,0,0,98136,2240,7950,4,4.9,48
657,185000,4,1,1380,6700,1,0,0,3,7,1190,190,1928,0,0,98168,1380,8292,87,18.7,273
658,635000,4,2.5,2970,7961,1,0,0,3,8,2020,950,1969,0,1,98125,1410,7959,46,5.8,116
659,790000,5,3.25,2900,12160,1,0,0,4,8,1890,1010,1967,0,0,98005,2590,12160,48,3.2,104
660,630000,3,2,1470,6000,1,0,0,3,8,1090,380,1950,1996,1,98033,1880,7799,65,10.6,115
661,200000,4,2,1920,4822,1,0,0,2,6,920,1000,1914,0,0,98136,1120,4822,101,24.1,233
662,570000,3,2.75,2730,11936,2,0,1,3,8,1530,1200,1978,0,0,98034,2810,12333,37,7.6,104
663,230000,3,1.75,1720,9125,1,0,0,4,7,1140,580,1981,0,0,98092,1120,7506,34,13.1,272
664,334000,3,1.75,1400,7405,1,0,0,3,7,1400,0,1961,0,0,98133,1820,7440,54,7.5,159
665,305000,2,2.25,1000,905,3,0,0,3,8,1000,0,2006,0,0,98117,980,1023,9,10,187
666,263700,3,1,1200,6561,1,0,0,3,6,1200,0,1950,1968,1,98177,1340,9450,65,13,190
667,810000,2,2.75,2700,8572,1,0,2,3,9,2700,0,2007,0,0,98053,2680,8569,8,5.9,48
668,641000,4,2.5,2770,63118,2,0,0,3,9,2770,0,1997,0,0,98014,2770,44224,18,5.6,147
669,336600,3,2.25,1654,8464,2,0,0,3,7,1654,0,1995,0,0,98038,1975,8515,20,20.6,133
670,559000,3,2.5,3110,217800,2,0,0,3,9,3110,0,2001,0,0,98092,2220,217800,14,5.3,76
671,508500,4,2.75,2520,12500,2,0,0,3,8,1720,800,1979,0,0,98074,2520,13000,36,8.5,133
672,411000,2,2.5,1590,2088,2,0,0,3,9,1590,0,1997,0,0,98033,2320,3174,18,9.2,171
673,1029000,4,3.25,3780,11200,2,1,2,3,11,3780,0,2002,0,0,98059,3720,11813,13,2.9,58
674,620000,3,2.25,2520,212137,2,0,0,3,9,1590,930,2005,0,0,98019,2000,212137,10,11.8,86
675,410000,3,1,1330,5000,1,0,0,3,7,1120,210,1957,0,0,98125,1920,7790,58,6.9,92
676,675000,4,2.5,2940,14071,2,0,0,3,9,2940,0,1986,0,0,98029,2670,10982,29,5.3,55
677,169575,3,1,1300,8284,1,0,0,3,7,1300,0,1968,0,0,98003,1360,7848,47,13,238
678,608000,2,1,1390,3600,1,0,0,4,7,1010,380,1913,0,0,98119,1590,3600,102,7.7,120
679,364000,3,2.5,1800,2790,2,0,0,3,8,1800,0,2011,0,0,98126,1580,2036,4,14,159
680,469000,3,2,1300,22605,1,0,0,3,7,1300,0,1998,0,0,98056,2250,10215,17,11.2,94
681,446000,4,2.25,2270,7800,1,0,0,3,7,1290,980,1977,0,0,98034,1480,7280,38,12.8,99
682,667000,3,2.75,2216,31215,1,0,0,3,9,2216,0,1968,2005,1,98092,2216,30048,47,8.2,95
683,256703,3,2,1670,4441,1,0,0,3,7,1670,0,2014,0,0,98022,1670,4622,1,9.1,156
684,417000,2,1,920,6600,1,0,0,3,6,920,0,1919,2003,1,98118,1510,5944,96,9.9,85
685,552250,4,2.5,2580,5823,2,0,0,3,8,2580,0,2002,0,0,98065,2380,5823,13,14.9,115
686,805000,3,2,2710,4500,1.5,1,0,4,8,1880,830,1929,0,0,98115,2060,4500,86,2.2,113
687,205000,3,1,1210,10185,1,0,0,3,6,1210,0,1957,0,0,98146,1320,10245,58,17.5,211
688,250000,3,1,990,8062,1,0,0,4,7,990,0,1960,0,0,98198,1420,8790,55,11.2,130
689,565000,3,2,2730,15677,2.5,0,2,3,9,2730,0,1976,0,0,98166,2040,12209,39,8.9,87
690,360000,6,2,2210,9870,2,0,0,4,7,2210,0,1969,1995,1,98059,1390,9912,46,16,183
691,408000,3,2.75,2670,4800,2,0,0,3,8,2670,0,2014,0,0,98038,2340,5000,1,9.9,145
692,740000,5,3.5,2720,11454,2,0,0,3,9,1830,890,1988,0,0,98052,2920,11310,27,6,105
693,310000,3,1.75,1490,9120,1,0,0,5,7,1490,0,1959,0,0,98059,1340,8040,56,13.8,121
694,250000,3,1,1640,26127,2,0,0,3,6,1640,0,1975,0,0,98019,1620,25788,40,19.9,232
695,269950,3,2.5,1480,9743,2,0,0,4,7,1480,0,1996,0,0,98010,1810,9601,19,11.2,112
696,412500,4,2.25,1630,7969,1,0,0,3,7,1100,530,1977,0,0,98034,1580,7440,38,11.9,106
697,597500,3,2.5,2620,4800,2,0,0,3,7,2620,0,2002,0,0,98053,2400,4756,13,5,103
698,345000,2,1,960,2700,1,0,0,3,6,780,180,1904,0,0,98144,1400,3000,111,9.4,142
699,740000,2,2.5,2170,8678,1,0,0,3,8,2170,0,2008,0,0,98053,2170,5890,7,6.6,61
700,459000,4,1.5,2020,9583,2,0,0,4,7,2020,0,1963,0,0,98034,1770,8625,52,9.1,111
701,350000,3,1.75,1380,4590,1,0,0,2,7,930,450,1950,0,0,98115,1320,4692,65,19.3,199
702,292500,2,1,750,5026,1,0,0,4,6,750,0,1942,0,0,98126,1260,5040,73,14.3,200
703,930000,4,2.5,2200,4000,2,0,2,5,8,1430,770,1908,0,0,98119,2100,4000,107,1.7,53
704,239000,3,1.75,1340,16480,1,0,0,4,7,1340,0,1968,0,0,98042,1520,10451,47,21.2,216
705,225000,2,1,1070,6000,1,0,0,4,5,1070,0,1922,0,0,98178,1910,6000,93,18.7,169
706,381800,4,2,1530,5250,1,0,0,3,7,1110,420,1981,0,0,98133,1100,5250,34,9.5,134
707,413100,3,2.25,1790,231303,1,0,0,3,7,1250,540,1980,0,0,98077,2090,93654,35,14.1,105
708,490000,3,1.75,1560,9247,1,0,0,3,7,1160,400,1989,0,0,98033,1690,8772,26,7.8,82
709,506400,3,2.5,2100,9040,1,0,0,3,8,1700,400,1989,0,0,98056,2430,8809,26,7.7,103
710,450000,3,2.5,1990,12793,2,0,0,3,8,1990,0,1993,0,0,98028,2290,9035,22,10.1,102
711,370000,5,2.5,2250,10400,1,0,0,3,8,1280,970,1973,0,0,98058,2140,9592,42,9.5,230
712,346000,3,3.25,1500,1442,2,0,0,3,8,1150,350,2007,0,0,98106,1500,1533,8,11.5,179
713,434975,3,2.25,1590,9960,1,0,0,3,7,1060,530,1976,0,0,98155,1860,9760,39,7.6,123
714,549000,3,2,1560,5130,1,0,0,5,7,1150,410,1915,0,0,98103,1560,4500,100,8.1,88
715,588000,4,2.5,3060,7710,2,0,0,3,9,3060,0,2009,0,0,98059,3040,7840,6,6.7,130
716,205000,3,1.75,1290,7210,1,0,0,3,7,1290,0,1984,0,0,98023,1350,7509,31,27.4,308
717,480000,3,1,1150,4945,1,0,1,3,7,1150,0,1943,0,0,98126,1390,4945,72,10.6,88
718,922000,4,2.5,2620,14126,1,0,2,4,8,1620,1000,1941,0,0,98117,2620,8905,74,5.6,88
719,547500,3,2,1850,9570,1,0,0,4,7,950,900,1940,0,0,98115,1430,6380,75,10,62
720,218000,3,1,880,18205,1,0,0,4,6,880,0,1945,0,0,98178,1110,16115,70,19.4,253
721,199900,5,1.75,1798,11232,1,0,0,3,7,1798,0,1967,0,0,98001,1300,15582,48,16.5,153
722,463000,3,2.5,2190,17108,2,0,0,3,8,2190,0,1991,0,0,98019,2400,14040,24,7.6,127
723,438000,3,1.75,1990,9885,1,0,0,4,7,1030,960,1978,0,0,98052,1560,10000,37,11.4,87
724,965000,4,2.5,3420,9575,2,0,2,3,11,3420,0,1994,0,0,98027,3310,8192,21,2.8,59
725,583000,3,1.75,1930,10183,1,0,0,4,8,1480,450,1975,0,0,98006,2320,10000,40,6.8,108
726,401000,2,1.5,1260,2625,2,0,0,4,7,1260,0,1983,0,0,98052,1260,2625,32,9.2,127
727,539900,3,1.75,1650,10150,1,0,0,3,8,1230,420,1976,0,0,98033,1930,8958,39,10.7,80
728,550000,4,2.75,1800,7750,1,0,0,4,8,1400,400,1965,0,0,98177,1800,8275,50,12.6,95
729,290000,3,1,960,4560,1,0,0,4,7,960,0,1968,0,0,98106,970,4800,47,11.7,115
730,730000,3,1.75,2040,11294,1,0,0,4,7,1340,700,1952,0,0,98004,2120,9587,63,6.4,133
731,449000,4,2.5,2960,6031,2,0,0,3,9,2960,0,2005,0,0,98038,2570,5012,10,6.7,129
732,764000,3,2,1420,4080,1.5,0,0,5,8,1420,0,1904,0,0,98103,1220,3060,111,4.8,105
733,615000,4,1.5,2650,34000,2,0,0,4,7,2650,0,1930,0,0,98028,1960,34000,85,10.5,103
734,921500,4,2.5,3670,315374,2,0,2,4,9,3670,0,1994,0,0,98077,2840,87991,21,1.6,37
735,484259,4,2.75,2790,5000,2,0,0,3,8,2790,0,2014,0,0,98045,2620,5527,1,9.4,83
736,329950,3,1.75,1360,13320,1,0,0,4,7,1360,0,1985,0,0,98059,1580,13625,30,16,112
737,850000,3,2.25,1950,3600,1.5,1,1,5,8,1430,520,1911,0,1,98119,1950,3600,104,1.7,51
738,515000,2,1,1060,4960,1,0,0,3,7,1060,0,1926,0,0,98103,1420,4960,89,13.5,127
739,582000,4,3,1670,1189,3,0,0,3,8,1427,243,2000,0,0,98122,1700,1401,15,4.8,84
740,449000,4,1.75,2350,54450,1,0,0,4,7,1250,1100,1971,0,0,98027,2180,50529,44,12.2,171
741,375000,4,1.5,1430,7232,1.5,0,0,3,7,1430,0,1948,0,0,98125,1540,7232,67,12,108
742,713414,3,2.5,2830,6000,1,0,2,3,9,1730,1100,1954,0,0,98126,2040,5300,61,4.7,112
743,500000,4,2.5,1940,7607,2,0,0,3,8,1940,0,1995,0,0,98052,2250,7600,20,11,87
744,460000,2,2.5,1830,8107,1,0,0,5,7,930,900,1946,0,0,98125,1260,6960,69,5.8,92
745,725000,4,1,1600,4500,1.5,0,0,4,7,1600,0,1926,0,0,98115,1720,4500,89,8,69
746,432000,4,3.25,2820,13059,2,0,0,4,8,2820,0,1976,0,0,98058,2360,8600,39,13,161
747,920000,3,2.25,3650,5353,2,0,2,4,7,2200,1450,1947,0,0,98144,1950,4970,68,0.7,65
748,560000,3,2.5,2430,5128,1,0,1,3,8,1270,1160,1978,0,0,98136,2510,5330,37,4.7,126
749,885000,3,2.25,2940,6500,3,0,2,3,9,2940,0,2014,0,0,98136,1680,6500,1,1.5,44
750,514000,3,1.75,1720,5899,1,0,1,3,8,1220,500,1986,0,0,98136,1900,6244,29,10.4,168
751,585000,3,3.25,3050,12700,2,0,0,3,8,2240,810,1990,0,0,98011,3050,12386,25,5.8,102
752,219000,2,1,900,5160,1,0,0,3,6,900,0,1952,0,0,98106,900,5160,63,19.7,159
753,380000,3,2.5,2150,25705,1.5,0,0,3,6,2150,0,1980,2009,1,98058,1850,20160,35,12.6,164
754,320000,4,2.25,1550,7579,2,0,0,3,8,1550,0,1993,0,0,98038,1630,6397,22,23.1,213
755,515000,4,2.5,2890,15067,2,0,0,3,9,2890,0,2003,0,0,98024,3090,15398,12,6.8,150
756,320000,3,2.5,1820,1855,2,0,0,3,8,1570,250,2008,0,0,98166,1470,6900,7,13.6,109
757,850000,4,3.25,4350,112750,1,0,2,3,9,2200,2150,2006,0,0,98027,2180,223027,9,2.7,44
758,517500,3,2.5,1800,3933,2,0,0,3,8,1800,0,1989,0,0,98029,1800,4659,26,7.4,138
759,720000,4,2.5,3420,17038,2,0,0,3,9,3420,0,2007,0,0,98034,2520,14190,8,4.4,136
760,780000,6,4,3300,5720,1,0,0,3,8,1960,1340,1963,0,0,98115,2030,4080,52,9.1,89
761,530000,4,2.5,2690,46609,2,0,0,3,8,2690,0,1980,1991,1,98038,1500,34800,35,10.1,107
762,260000,4,2.5,2110,8990,2,0,0,3,8,2110,0,1977,0,0,98058,2040,8800,38,12.8,132
763,627500,4,1,1560,4080,1.5,0,0,3,7,1560,0,1923,0,0,98103,1890,4080,92,9.1,94
764,380000,2,1,1210,4800,1,0,0,3,8,1060,150,1950,0,0,98108,1380,4800,65,16.9,130
765,356999,3,1.5,1010,1546,2,0,0,3,8,1010,0,1971,2014,1,98144,1010,1517,44,10.2,135
766,1211000,4,2.5,3430,35120,2,1,1,3,10,3430,0,1984,0,1,98033,3920,35230,31,2.7,27
767,809950,4,3.5,3660,4903,2,1,0,3,9,2760,900,2014,0,0,98034,3630,4992,1,5.9,67
768,275000,2,1,900,57063,1,0,0,4,6,900,0,1938,0,0,98045,1440,268765,77,17.7,234
769,380000,3,2.5,2280,10255,2,0,0,4,8,2280,0,1985,0,0,98058,2310,10094,30,11.4,99
770,1010800,4,3.25,3610,4000,2,0,1,3,9,2640,970,2007,0,1,98199,1980,4000,8,2.1,99
771,299999,3,2.25,1350,1234,2,0,0,3,7,1160,190,2007,0,0,98106,1420,1234,8,10.3,234
772,900000,4,2.5,3510,6745,2,0,2,3,10,3510,0,1998,0,0,98075,3320,8370,17,2.4,131
773,435000,2,1,1260,4080,1.5,0,0,5,7,1260,0,1926,0,0,98115,1720,4080,89,12.3,126
774,275000,2,1,840,4000,1,0,0,3,6,840,0,1942,0,0,98108,1100,4000,73,25.3,185
775,389000,3,2,2080,12972,1,0,0,4,7,1250,830,1981,0,0,98070,1530,10089,34,9.1,164
776,475000,3,3.25,1380,1121,3,0,0,3,8,1380,0,2008,0,0,98103,1310,1405,7,7.7,168
777,206000,3,1,920,8400,1,0,0,3,7,920,0,1963,0,0,98032,1260,8400,52,18.2,290
778,229000,2,1,810,5100,1,0,0,3,6,810,0,1955,0,0,98133,1500,5100,60,14.6,161
779,470000,3,1.5,1500,5000,1.5,0,0,4,7,1140,360,1927,0,0,98117,1500,5000,88,10.8,86
780,451000,4,1.75,1260,7250,1,0,0,3,6,1260,0,1943,0,0,98027,1880,7250,72,15.2,89
781,294000,4,2.5,2210,8465,1,0,0,3,8,1490,720,1990,0,0,98092,2210,7917,25,19.5,162
782,334000,4,1.5,1680,7620,1,0,0,4,7,1180,500,1965,0,0,98166,1460,7620,50,15.9,129
783,525000,4,2.5,2310,5573,2,0,0,4,9,2310,0,2003,0,0,98056,2310,6189,12,5.6,85
784,395000,2,2.25,1620,1841,2,0,0,3,8,1540,80,2004,0,0,98029,1530,1831,11,13.3,158
785,346300,4,2.5,2590,11018,2,0,0,3,8,2590,0,1998,0,0,98092,2400,8042,17,9.4,121
786,600000,2,1,1370,5000,1.5,0,0,3,7,1370,0,1905,0,0,98107,1500,5000,110,6.5,124
787,277000,4,1,1500,5750,1.5,0,0,3,6,1500,0,1925,0,0,98055,1330,5750,90,13.6,167
788,850000,2,1.75,1590,5136,1.5,0,2,3,9,1320,270,1927,0,1,98199,2520,5243,88,5.8,39
789,950000,4,2.75,2500,20000,1,0,2,4,8,1700,800,1969,0,1,98004,2650,20000,46,7.1,54
790,870000,4,2.5,3240,7621,2,1,0,3,9,3240,0,2003,0,0,98075,4610,7150,12,5.4,43
791,950000,4,2.5,2790,15653,2,1,1,4,10,2790,0,1964,0,0,98040,3520,15653,51,0.4,26
792,621000,4,2.5,2030,9905,1,0,0,4,8,2030,0,1959,0,0,98006,2130,10008,56,5.5,85
793,860000,4,1.75,1890,4500,2,0,1,5,7,1490,400,1937,0,0,98115,1890,5000,78,1.5,101
794,569900,5,3.25,2360,3873,2,0,0,3,8,1990,370,2006,0,0,98108,1720,3071,9,5.3,101
795,331950,4,2.5,2530,9933,2,0,1,3,8,2010,520,1990,0,0,98092,2140,9933,25,20.3,137
796,218000,3,1.75,1850,7684,1,0,0,3,8,1320,530,1979,0,0,98023,1940,7630,36,16.5,221
797,660000,4,2.5,2550,10000,1,0,0,3,8,1290,1260,1964,0,0,98007,2270,8640,51,9,68
798,455000,3,1.75,1180,14292,1,0,0,3,7,1180,0,1981,0,0,98045,1480,14400,34,10.2,96
799,580000,3,2.5,1590,1937,2.5,0,0,3,8,1590,0,2004,0,0,98116,1620,2022,11,7.5,126
800,420000,3,1.75,1510,6360,1,0,0,4,7,1510,0,1954,0,0,98133,1480,7260,61,9.4,133
801,399950,3,2.5,1510,7300,1,0,0,3,7,1040,470,1974,0,0,98034,1360,7300,41,14,155
802,455000,2,1,1140,11480,1,0,0,3,6,1140,0,1907,0,0,98118,1550,8150,108,9.7,78
803,1049000,4,3.75,4740,126759,2,1,1,4,10,4740,0,1991,0,0,98027,3060,118047,24,3.5,53
804,375000,4,2.75,3140,24800,1,0,0,4,8,2080,1060,1971,0,0,98042,2850,12900,44,13.7,119
805,370950,3,2.5,2529,9653,2,0,0,3,7,2529,0,2012,0,0,98042,2533,6125,3,12.3,106
806,548000,3,2.5,2110,4099,2,0,0,3,8,2110,0,2001,0,0,98072,2110,4871,14,5.4,109
807,740000,3,1.75,2020,9478,1,0,0,4,9,2020,0,1961,0,0,98040,3050,15594,54,4.7,82
808,110000,2,1,790,8250,1,0,0,3,6,790,0,1947,0,0,98188,900,8250,68,19.8,238
809,796000,3,1,1980,3243,1.5,0,0,3,8,1980,0,1912,0,0,98102,1380,1249,103,2.6,36
810,300000,3,2.25,2070,7225,1,0,0,3,8,1690,380,1979,0,0,98042,2070,7400,36,13.7,154
811,349900,4,2.75,2530,13474,2,0,0,4,8,2530,0,1994,0,0,98023,2490,13140,21,10.9,233
812,316500,3,2.5,1770,3873,2,0,0,3,7,1770,0,2005,0,0,98058,2280,4330,10,17.8,148
813,675000,3,1.5,1710,4000,2,0,0,3,8,1710,0,1926,0,0,98116,1910,4000,89,12.9,88
814,275000,3,2.5,1870,6821,2,0,0,3,7,1870,0,1989,0,0,98023,1970,6821,26,13.7,240
815,230000,3,1,1120,7500,1,0,0,3,7,1120,0,1965,0,0,98146,1120,5000,50,21.5,168
816,324000,2,1,1070,6000,1,0,0,3,7,1070,0,1955,0,0,98133,1490,7622,60,15.1,158
817,925000,4,1.75,2440,11793,1,0,2,3,8,1420,1020,1950,0,1,98115,2500,8028,65,3.4,74
818,835000,5,4,3600,14720,1,1,1,5,8,1800,1800,1960,0,0,98034,3600,15358,55,9.7,112
819,352000,2,2.5,1320,1957,1,0,0,3,8,660,660,2004,0,0,98106,1420,2198,11,12.8,174
820,375000,3,2.5,1600,2042,2,0,0,3,8,1600,0,2005,0,0,98027,1445,1370,10,11,185
821,712000,4,2.25,2450,11960,1,0,0,3,10,2450,0,1979,0,0,98074,2600,11960,36,3.9,55
822,495500,3,1.75,2130,6360,1,0,0,3,7,1720,410,1959,0,0,98125,1540,6361,56,9.6,95
823,390000,3,1.75,1870,40250,1,0,0,5,7,1870,0,1959,0,0,98038,1870,40250,56,8.4,150
824,374990,3,2.5,1300,10484,2,0,0,3,8,1300,0,1983,0,0,98028,1380,7868,32,14.1,220
825,339995,4,2.5,2180,5367,2,0,0,3,7,2180,0,2000,0,0,98038,2180,5130,15,18.2,178
826,475226,3,2.5,2120,4512,2,0,0,3,8,2120,0,1988,0,0,98011,2000,4553,27,11.2,147
827,418200,3,2.5,2260,74297,2,0,0,3,9,2260,0,1992,0,0,98022,3110,98000,23,10.3,119
828,90000,2,1,790,2640,1,0,0,3,7,790,0,1973,0,0,98034,1310,2064,42,34.4,346
829,287000,3,1.5,1150,11475,1,0,0,3,7,1150,0,1971,0,0,98045,1640,11475,44,18.1,173
830,300000,5,3,1940,6355,1,0,0,3,8,1200,740,2007,0,0,98168,1940,5033,8,11.7,179
831,850000,3,2.5,3360,8708,2,1,1,3,9,3360,0,2006,0,0,98053,1810,4764,9,4.6,44
832,380000,3,2.25,1520,1464,2,0,0,3,8,1240,280,2010,0,0,98126,1710,1464,5,8.1,127
833,685000,3,1.75,1480,7000,1,0,1,3,8,1480,0,1963,0,0,98122,1850,4000,52,4,88
834,895000,5,2.5,2550,20875,1,1,1,4,9,1610,940,1953,0,0,98004,2510,21673,62,2.2,82
835,437500,3,2.5,1260,1125,3,0,0,3,8,1260,0,2002,0,0,98107,1360,1250,13,12.5,217
836,369000,3,2.25,1820,99752,1,0,0,4,7,1820,0,1969,0,0,98092,1850,117612,46,8.6,174
837,345000,2,2.25,860,696,2,0,0,3,9,860,0,2009,0,0,98118,1100,3000,6,15.6,216
838,435000,4,2.5,3100,4699,2,0,0,3,9,3100,0,2010,0,0,98038,2450,5130,5,10.1,108
839,320000,4,2.5,2110,6295,2,0,0,3,8,2110,0,2000,0,0,98030,2720,6311,15,14.1,116
840,445000,4,2.5,2280,42077,2,0,0,3,8,2280,0,1994,0,0,98042,2280,36236,21,10.7,74
841,155000,3,1.5,970,8400,1,0,0,3,7,970,0,1966,0,0,98003,1230,8400,49,17.2,361
